threshold,method,embedding_comparison,embedding_method,Precision,Recall,F1 Score,tp,fn,fp,runtime,bleu1,bleu2,bleu3,bleu4
0.8,threshold,RECORD_WISE,FULL_SERIALIZED,0.010416666666666666,1.0,0.020618556701030924,132,0,12540,1.9737255573272705,1.0,1.0,1.0,1.0
1.0,threshold,COLUMN_WISE,,0.0,0.0,0.0,0,132,0,2.0487658977508545,-1.0,-1.0,-1.0,-1.0
0.9,threshold,COLUMN_WISE,,0.875,0.4772727272727273,0.6176470588235294,63,69,9,2.290480613708496,0.7686950108051831,0.7098533243504206,0.6724186777119088,0.6431164743863396
0.8,threshold,COLUMN_WISE,,0.8187919463087249,0.9242424242424242,0.8683274021352313,122,10,27,2.5690836906433105,0.9727852759695061,0.9642686631129634,0.9588600374097642,0.9546070199021296
0.7,threshold,COLUMN_WISE,,0.7021276595744681,1.0,0.825,132,0,56,2.9388716220855713,1.0,1.0,1.0,1.0
,zero-shot-prompting,RECORD_WISE,,0.6395939086294417,0.9545454545454546,0.7659574468085106,126,6,71,1447.6788175106049,0.9823035183118484,0.9778495756882248,0.9746660673197346,0.9722495530301258
1.0,both,RECORD_WISE,FIELD_SERIALIZED,0.0,0.0,0.0,0,132,0,1.6040587425231934,-1.0,-1.0,-1.0,-1.0
0.9,both,RECORD_WISE,FIELD_SERIALIZED,0.0,0.0,0.0,0,132,0,1.6593081951141357,-1.0,-1.0,-1.0,-1.0
0.8,both,RECORD_WISE,FIELD_SERIALIZED,0.0,0.0,0.0,0,132,0,1.6107945442199707,-1.0,-1.0,-1.0,-1.0
0.7,both,RECORD_WISE,FIELD_SERIALIZED,0.0,0.0,0.0,0,132,0,1.596034049987793,-1.0,-1.0,-1.0,-1.0
0.6,both,RECORD_WISE,FIELD_SERIALIZED,0.0,0.0,0.0,0,132,0,1.5846397876739502,-1.0,-1.0,-1.0,-1.0
0.5,both,RECORD_WISE,FIELD_SERIALIZED,0.0,0.0,0.0,0,132,0,1.594768762588501,-1.0,-1.0,-1.0,-1.0
0.4,both,RECORD_WISE,FIELD_SERIALIZED,1.0,0.007575757575757576,0.015037593984962407,1,131,0,1.7101609706878662,0.3514031709403937,0.21581075889729687,0.1578525580478552,0.11814992166398378
0.3,both,RECORD_WISE,FIELD_SERIALIZED,0.7222222222222222,0.6893939393939394,0.7054263565891473,91,41,35,13.981309413909912,0.8729569330003379,0.8381896140716637,0.8171949338775393,0.8006039120834255
0.2,both,RECORD_WISE,FIELD_SERIALIZED,0.6395939086294417,0.9545454545454546,0.7659574468085106,126,6,71,1011.1851041316986,0.9823035183118484,0.9778495756882248,0.9746660673197346,0.9722495530301258
1.0,both,RECORD_WISE,FULL_SERIALIZED,0.0,0.0,0.0,0,132,0,1.9363255500793457,-1.0,-1.0,-1.0,-1.0
0.9,both,RECORD_WISE,FULL_SERIALIZED,0.7361963190184049,0.9090909090909091,0.8135593220338982,120,12,43,20.270280838012695,0.9708857881270391,0.9632857645173731,0.9581459781574305,0.9539768634746979
0.8,both,RECORD_WISE,FULL_SERIALIZED,0.6395939086294417,0.9545454545454546,0.7659574468085106,126,6,71,1149.2564885616302,0.9823035183118484,0.9778495756882248,0.9746660673197346,0.9722495530301258
1.0,both,COLUMN_WISE,,0.0,0.0,0.0,0,132,0,2.05684757232666,-1.0,-1.0,-1.0,-1.0
0.9,both,COLUMN_WISE,,0.8732394366197183,0.4696969696969697,0.6108374384236452,62,70,9,8.75558352470398,0.7668431589533312,0.7074328935886846,0.6694896619141447,0.6398561831879103
0.8,both,COLUMN_WISE,,0.8137931034482758,0.8939393939393939,0.8519855595667869,118,14,27,16.108414888381958,0.960485191794422,0.9488890779991406,0.9412533169852106,0.9353894711921136
0.7,both,COLUMN_WISE,,0.7325581395348837,0.9545454545454546,0.8289473684210527,126,6,46,20.041152000427246,0.9823035183118484,0.9778495756882248,0.9746660673197346,0.9722495530301258
0.6,both,COLUMN_WISE,,0.6596858638743456,0.9545454545454546,0.780185758513932,126,6,65,26.08510708808899,0.9823035183118484,0.9778495756882248,0.9746660673197346,0.9722495530301258
0.5,both,COLUMN_WISE,,0.6428571428571429,0.9545454545454546,0.7682926829268294,126,6,70,114.82544684410095,0.9823035183118484,0.9778495756882248,0.9746660673197346,0.9722495530301258
0.4,both,COLUMN_WISE,,0.6395939086294417,0.9545454545454546,0.7659574468085106,126,6,71,901.1190807819366,0.9823035183118484,0.9778495756882248,0.9746660673197346,0.9722495530301258
