threshold,method,embedding_comparison,embedding_method,Precision,Recall,F1 Score,tp,fn,fp,runtime,bleu1,bleu2,bleu3,bleu4
1.0,threshold,RECORD_WISE,FIELD_SERIALIZED,0.0,0.0,0.0,0,132,0,2.901247978210449,-1.0,-1.0,-1.0,-1.0
0.9,threshold,RECORD_WISE,FIELD_SERIALIZED,0.0,0.0,0.0,0,132,0,1.5678730010986328,-1.0,-1.0,-1.0,-1.0
0.8,threshold,RECORD_WISE,FIELD_SERIALIZED,0.0,0.0,0.0,0,132,0,1.6041865348815918,-1.0,-1.0,-1.0,-1.0
0.7,threshold,RECORD_WISE,FIELD_SERIALIZED,0.0,0.0,0.0,0,132,0,1.6085741519927979,-1.0,-1.0,-1.0,-1.0
0.6,threshold,RECORD_WISE,FIELD_SERIALIZED,0.0,0.0,0.0,0,132,0,1.5822062492370605,-1.0,-1.0,-1.0,-1.0
0.5,threshold,RECORD_WISE,FIELD_SERIALIZED,0.0,0.0,0.0,0,132,0,1.5661306381225586,-1.0,-1.0,-1.0,-1.0
0.4,threshold,RECORD_WISE,FIELD_SERIALIZED,1.0,0.007575757575757576,0.015037593984962407,1,131,0,1.574409008026123,0.3514031709403937,0.21581075889729687,0.1578525580478552,0.11814992166398378
0.3,threshold,RECORD_WISE,FIELD_SERIALIZED,0.6911764705882353,0.7121212121212122,0.7014925373134329,94,38,42,1.677804708480835,0.8834051653235703,0.851309359496104,0.8323914003751671,0.817655528153006
0.2,threshold,RECORD_WISE,FIELD_SERIALIZED,0.011892963330029732,1.0,0.023506366307541625,132,0,10967,1.7279090881347656,1.0,1.0,1.0,1.0
1.0,threshold,RECORD_WISE,FULL_SERIALIZED,0.0,0.0,0.0,0,132,0,1.859910011291504,-1.0,-1.0,-1.0,-1.0
0.9,threshold,RECORD_WISE,FULL_SERIALIZED,0.6089108910891089,0.9318181818181818,0.7365269461077845,123,9,79,1.8801772594451904,0.9810238923329399,0.9757068649320446,0.9722087403865072,0.9695074981322671
