threshold,method,embedding_comparison,embedding_method,Precision,Recall,F1 Score,tp,fn,fp,runtime,bleu1,bleu2,bleu3,bleu4
0.8,threshold,COLUMN_WISE,,0.75,0.09,0.16071428571428573,9,91,3,2.2737696170806885,0.3386793574214914,0.2319520227102376,0.18241956028166137,0.15262617827939362
0.7,threshold,COLUMN_WISE,,0.5555555555555556,0.2,0.29411764705882354,20,80,16,2.319068670272827,0.47665417508136576,0.3829419792057279,0.33943021026153014,0.3137089024079357
0.6,threshold,COLUMN_WISE,,0.3511450381679389,0.46,0.39826839826839827,46,54,85,2.373016119003296,0.7165534674383932,0.6670363398176826,0.641863820628691,0.6260407763804882
0.5,threshold,COLUMN_WISE,,0.12222222222222222,0.66,0.20625,66,34,474,2.4206130504608154,0.8941705674521729,0.8762820161131566,0.8667655288361666,0.8601676725574018
0.4,threshold,COLUMN_WISE,,0.032025620496397116,0.8,0.06158583525789068,80,20,2418,2.403733730316162,0.9610411055219393,0.9541827398390202,0.9501629242312313,0.9472511127427079
0.3,threshold,COLUMN_WISE,,0.02150065818341378,0.98,0.0420781451266638,98,2,4460,2.45021915435791,0.9965649867374006,0.9957025224533274,0.9952034378147152,0.9949061682622161
0.2,threshold,COLUMN_WISE,,0.015867978419549348,1.0,0.03124023742580443,100,0,6202,2.559645414352417,1.0,1.0,1.0,1.0
,zero-shot-prompting,RECORD_WISE,,1.0,0.32,0.48484848484848486,32,68,0,533.203955411911,0.5340000931217953,0.44712992428024556,0.39977280885279165,0.37298611229459594
1.0,both,RECORD_WISE,FIELD_SERIALIZED,0.0,0.0,0.0,0,100,0,2.047030448913574,-1.0,-1.0,-1.0,-1.0
0.9,both,RECORD_WISE,FIELD_SERIALIZED,0.0,0.0,0.0,0,100,0,2.0330746173858643,-1.0,-1.0,-1.0,-1.0
0.8,both,RECORD_WISE,FIELD_SERIALIZED,0.0,0.0,0.0,0,100,0,1.9914696216583252,-1.0,-1.0,-1.0,-1.0
0.7,both,RECORD_WISE,FIELD_SERIALIZED,0.0,0.0,0.0,0,100,0,1.9905476570129395,-1.0,-1.0,-1.0,-1.0
0.6,both,RECORD_WISE,FIELD_SERIALIZED,0.0,0.0,0.0,0,100,0,1.9958264827728271,-1.0,-1.0,-1.0,-1.0
0.5,both,RECORD_WISE,FIELD_SERIALIZED,1.0,0.02,0.0392156862745098,2,98,0,2.34393048286438,0.22732651689016203,0.12805729350338413,0.08534124461405107,0.05819896141360794
0.4,both,RECORD_WISE,FIELD_SERIALIZED,1.0,0.14,0.24561403508771928,14,86,0,7.469805479049683,0.3710849206897185,0.2645057323085349,0.21297821456241858,0.18154505968333332
0.3,both,RECORD_WISE,FIELD_SERIALIZED,1.0,0.29,0.44961240310077516,29,71,0,60.2891104221344,0.5115836834265326,0.42031198548705917,0.37146786067776594,0.3435975478159106
0.2,both,RECORD_WISE,FIELD_SERIALIZED,1.0,0.32,0.48484848484848486,32,68,0,250.1309425830841,0.5340000931217953,0.44712992428024556,0.39977280885279165,0.37298611229459594
1.0,both,RECORD_WISE,FULL_SERIALIZED,0.0,0.0,0.0,0,100,0,1.7970268726348877,-1.0,-1.0,-1.0,-1.0
0.9,both,RECORD_WISE,FULL_SERIALIZED,1.0,0.12,0.21428571428571425,12,88,0,3.4178853034973145,0.3495122757618492,0.24555910240518608,0.19499851278202826,0.16633038219484547
0.8,both,RECORD_WISE,FULL_SERIALIZED,1.0,0.29,0.44961240310077516,29,71,0,13.382907629013062,0.510351511581067,0.4201667334285117,0.37147850321209347,0.34235965054482376
0.7,both,RECORD_WISE,FULL_SERIALIZED,1.0,0.32,0.48484848484848486,32,68,0,32.44633746147156,0.5340000931217953,0.44712992428024556,0.39977280885279165,0.37298611229459594
1.0,both,COLUMN_WISE,,0.0,0.0,0.0,0,100,0,2.1634202003479004,-1.0,-1.0,-1.0,-1.0
0.9,both,COLUMN_WISE,,0.0,0.0,0.0,0,100,0,2.3027853965759277,-1.0,-1.0,-1.0,-1.0
0.8,both,COLUMN_WISE,,1.0,0.03,0.058252427184466014,3,97,0,2.961853504180908,0.2570563960849203,0.14082788563976734,0.09265763044394566,0.06463953654654722
0.7,both,COLUMN_WISE,,1.0,0.05,0.09523809523809523,5,95,0,4.274261713027954,0.28679513037503174,0.17399517187943261,0.12019980780694345,0.08952708900090185
0.6,both,COLUMN_WISE,,1.0,0.16,0.2758620689655173,16,84,0,9.344239711761475,0.39741268711196676,0.2922254174656689,0.2392363052231397,0.2070400977522191
0.5,both,COLUMN_WISE,,1.0,0.22,0.36065573770491804,22,78,0,31.35655164718628,0.4467184768305974,0.34847541345922556,0.2976829773488229,0.2688841441827674
0.4,both,COLUMN_WISE,,1.0,0.26,0.41269841269841273,26,74,0,134.14604997634888,0.4892490356488619,0.39558891850192823,0.34554932229457086,0.3163433355388887
0.3,both,COLUMN_WISE,,1.0,0.31,0.47328244274809156,31,69,0,242.61813807487488,0.5254797644686908,0.4377475141362243,0.3904091981342683,0.36360920888060777
0.2,both,COLUMN_WISE,,1.0,0.32,0.48484848484848486,32,68,0,334.6924178600311,0.5340000931217953,0.44712992428024556,0.39977280885279165,0.37298611229459594
